"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulTrap, ClearMem";"1820306";"M\MusicDisk181stTrack\MusicDisk181stTrack.Slave";"Music Disk 1 ? 1991 81st Track.";"0";"MusicDisk181stTrack";"Music Disk 1";"1991 81st Track";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk181stTrack";"OCS/ECS";"";"";"";"";"music disk 181 st track 1 81";"Best";"4,418009";"music-disk-1-the-81st-track";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-1-the-81st-track\screen.gif";"music-disk-1-the-81st-track"
"NoError, EmulTrap, ClearMem";"322828";"M\MusicDisk1AdamMcCrory\MusicDisk1AdamMcCrory.Slave";"Music Disk 1 ? 1993 Adam McCrory.";"0";"MusicDisk1AdamMcCrory";"Music Disk 1";"1993 Adam McCrory";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1AdamMcCrory";"OCS/ECS";"";"";"";"";"music disk 1 adam mc crory";"Best";"2,593935";"adam-mccrory-music-disk-1-adam-mccrory";"C:\Work\First Realize\amiga-demo-database\jasdd\a\adam-mccrory-music-disk-1-adam-mccrory\screen_001.png";"adam-mccrory-music-disk-1-adam-mccrory"
"NoError, ClearMem";"926565";"M\MusicDisk1Alcatraz\MusicDisk1Alcatraz.Slave";"Music Disk 1 ? 1990 Alcatraz";"0";"MusicDisk1Alcatraz";"Music Disk 1";"1990 Alcatraz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1Alcatraz";"OCS/ECS";"";"";"";"";"music disk 1 alcatraz";"Exact";"100";"music-disk-1-alcatraz";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-1-alcatraz\screen_001.png";"music-disk-1-alcatraz"
"NoError, EmulTrap, ClearMem";"843394";"M\MusicDisk1Bass\MusicDisk1Bass.Slave";"Music Disk 1 ? 1991 Bass.";"0";"MusicDisk1Bass";"Music Disk 1";"1991 Bass";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1Bass";"OCS/ECS";"";"";"";"";"music disk bass";"Exact";"100";"music-disk-bass";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-bass\screen_001.png";"music-disk-bass"
"NoError";"918043";"M\MusicDisk1DMob\MusicDisk1DMob.Slave";"MusicDisk 1 ? 1989 D-Mob.";"0";"MusicDisk1DMob";"MusicDisk 1";"1989 D-Mob";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1DMob";"OCS/ECS";"";"";"";"";"music disk 1 dmob mob";"Exact";"100";"musicdisk-1-d-mob";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-1-d-mob\screen_001.png";"musicdisk-1-d-mob"
"NoError, EmulTrap, ClearMem";"726770";"M\MusicDisk1FantasyForce\MusicDisk1FantasyForce.Slave";"Music Disk ? 1990 The Fantasy Force.";"0";"MusicDisk1FantasyForce";"Music Disk";"1990 The Fantasy Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1FantasyForce";"OCS/ECS";"";"";"";"";"music disk 1 the fantasy force";"Exact";"100";"musicdisk-1-the-fantasy-force";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\musicdisk-1-the-fantasy-force\screen.png";"musicdisk-1-the-fantasy-force"
"NoError, EmulTrap, ClearMem";"920865";"M\MusicDisk1IKS\MusicDisk1IKS.Slave";"Music Disk 1 ? 1989 IKS.";"0";"MusicDisk1IKS";"Music Disk 1";"1989 IKS";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1IKS";"OCS/ECS";"";"";"";"";"music disk 1 iks";"Exact";"100";"music-disk-1-iks";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-1-iks\screen_001.png";"music-disk-1-iks"
"NoError, EmulTrap, ClearMem";"766314";"M\MusicDisk1IpecElite\MusicDisk1IpecElite.Slave";"Music Disk ? 1989 Ipec Elite.";"0";"MusicDisk1IpecElite";"Music Disk";"1989 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1IpecElite";"OCS/ECS";"";"";"";"";"music disk brainstorms third demo ipec elite";"Exact";"100";"music-disk-brainstorms-third-demo-ipec-elite";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-brainstorms-third-demo-ipec-elite\screen_001.png";"music-disk-brainstorms-third-demo-ipec-elite"
"NoError, EmulTrap, ClearMem";"917612";"M\MusicDisk1Mahoney&Kaktus\MusicDisk1Mahoney&Kaktus.Slave";"Music Disk 1 1988 Mahoney & Kaktus.";"0";"MusicDisk1Mahoney&Kaktus";"Music Disk 1";"1988 Mahoney & Kaktus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1Mahoney&Kaktus";"OCS/ECS";"";"";"";"";"music disk 1 mahoney kaktus";"Exact";"100";"musicdisk-1-mahoney-kaktus";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-1-mahoney-kaktus\screen_001.PNG";"musicdisk-1-mahoney-kaktus"
"NoError, EmulTrap, ClearMem";"918793";"M\MusicDisk1Prologic\MusicDisk1Prologic.Slave";"Music Disk 1 ? 1991 Prologic.";"0";"MusicDisk1Prologic";"Music Disk 1";"1991 Prologic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk1Prologic";"OCS/ECS";"";"";"";"";"music disk 1 prologic";"Exact";"100";"music-disk-1-prologic";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-1-prologic\screen_001.png";"music-disk-1-prologic"
"NoError, EmulTrap, ClearMem";"566983";"M\MusicDisk2\MusicDisk2.Slave";"Music Disk 2 ? 1991 The Fantasy Force.";"0";"MusicDisk2";"Music Disk 2";"1991 The Fantasy Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk2";"OCS/ECS";"";"";"";"";"musicdisk 2 fantasy force";"Exact";"100";"musicdisk-2-fantasy-force";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-2-fantasy-force\screen_001.PNG";"musicdisk-2-fantasy-force"
"NoError, EmulTrap, ClearMem";"892338";"M\MusicDisk281stTrack\MusicDisk281stTrack.Slave";"Music Disk 2 ? 1991 81st Track.";"0";"MusicDisk281stTrack";"Music Disk 2";"1992 The 81st Track";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk281stTrack";"OCS/ECS";"";"";"";"";"music disk 2 the 81st track";"Exact";"100";"music-disk-2-the-81st-track";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-2-the-81st-track\screen.png";"music-disk-2-the-81st-track"
"NoError, EmulTrap, ClearMem";"920698";"M\MusicDisk2IKS\MusicDisk2IKS.Slave";"Music Disk 2 ? 1989 IKS.";"0";"MusicDisk2IKS";"Music Disk 2";"1989 IKS";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk2IKS";"OCS/ECS";"";"";"";"";"music disk 2 iks";"Exact";"100";"music-disk-2-iks";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-2-iks\screen_001.png";"music-disk-2-iks"
"NoError, EmulTrap, ClearMem";"428798";"M\MusicDisk2Vega\MusicDisk2Vega.Slave";"Music Disk 2 ? 1991 Vega.";"0";"MusicDisk2Vega";"Music Disk 2";"1991 Vega";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk2Vega";"OCS/ECS";"";"";"";"";"music disk 2 vega";"Exact";"100";"musicdisk-2-vega";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-2-vega\screen_001.png";"musicdisk-2-vega"
"NoError";"923901";"M\MusicDisk3\MusicDisk3.Slave";"MusicDisk 3 ? 1989 D-Mob.";"0";"MusicDisk3";"MusicDisk 3";"1989 D-Mob";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk3";"OCS/ECS";"";"";"";"";"mega musicdisk iii d mob";"Exact";"100";"mega-musicdisk-iii-d-mob";"C:\Work\First Realize\amiga-demo-database\jasdd\m\mega-musicdisk-iii-d-mob\screen_001.png";"mega-musicdisk-iii-d-mob"
"NoError";"1814809";"M\MusicDisk4\MusicDisk4.Slave";"MusicDisk 4 ? 1990 D-Mob.";"0";"MusicDisk4";"MusicDisk 4";"1990 D-Mob";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk4";"OCS/ECS";"";"";"";"";"musicdisk iv d mob";"Exact";"100";"musicdisk-iv-d-mob";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-iv-d-mob\screen_001.png";"musicdisk-iv-d-mob"
"NoError, EmulTrap, ClearMem";"745841";"M\MusicDisk6RamJam\MusicDisk6RamJam.Slave";"Music Disk 6 ? 1992 Ram Jam.";"0";"MusicDisk6RamJam";"Megademo";"1992 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDisk6RamJam";"OCS/ECS";"";"";"";"";"music disk 6 ram jam megademo";"Exact";"100";"music-disk-6-ram-jam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-disk-6-ram-jam\screen.png";"music-disk-6-ram-jam"
"NoError, EmulTrap, EmulPriv, Examine";"1084622";"M\MusicDiskActionForce\MusicDiskActionForce.Slave";"Music Disk 1989 Action Force.";"0";"MusicDiskActionForce";"Music Disk";"1989 Action Force";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskActionForce";"OCS/ECS";"";"";"";"";"music disk action force";"Exact";"100";"musicdisk-action-force";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicdisk-action-force\screen_001.png";"musicdisk-action-force"
"NoError, EmulTrap, ClearMem";"510678";"M\MusicDiskArmada&It\MusicDiskArmada&It.Slave";"Music Disk ? 1989 Armada & It.";"0";"MusicDiskArmada&It";"Music Disk";"1989 Armada & It";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskArmada&";"OCS/ECS";"It";"";"";"";"walkman othon musicdisk armada it";"Exact";"100";"walkman-othon-musicdisk-armada-it";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\w\walkman-othon-musicdisk-armada-it\screen.png";"walkman-othon-musicdisk-armada-it"
"NoError, EmulTrap, ClearMem";"919716";"M\MusicDiskDexion\MusicDiskDexion.Slave";"Music Disk ? 1989 Dexion.";"0";"MusicDiskDexion";"Music Disk";"Dexion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskDexion";"OCS/ECS";"";"";"";"";"music disk dexion";"Exact";"100";"music-disk-dexion";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-disk-dexion\screen_001.PNG";"music-disk-dexion"
"NoError, EmulTrap, ClearMem";"925306";"M\MusicDiskThrust\MusicDiskThrust.Slave";"Music Disk ? 1988 Thrust.";"0";"MusicDiskThrust";"Music Disk";"1988 Thrust";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDiskThrust";"OCS/ECS";"";"";"";"";"music disk thrust";"Best";"3,566295";"music-pack-1-thrust";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-pack-1-thrust\screen.jpg";"music-pack-1-thrust"
"NoError, EmulTrap, ClearMem";"908156";"M\MusicDream1\MusicDream1.Slave";"Music Dream ? 1991 Phenomena";"0";"MusicDream1";"Music Dream";"1991 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDream1";"OCS/ECS";"";"";"";"";"music dream 1 phenomena";"Exact";"100";"music-dream-1-phenomena";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-dream-1-phenomena\screen_001.png";"music-dream-1-phenomena"
"NoError, EmulTrap, ClearMem";"908317";"M\MusicDream2\MusicDream2.Slave";"Music Dream 2 ? 1991 Phenomena";"0";"MusicDream2";"Music Dream 2";"1991 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicDream2";"OCS/ECS";"";"";"";"";"music dream 2 phenomena";"Exact";"100";"music-dream-2-phenomena";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-dream-2-phenomena\screen_001.PNG";"music-dream-2-phenomena"
"NoError, EmulTrap, ClearMem";"1361489";"M\MusicForFools\MusicForFools.Slave";"Music for Fools ? 1992 Ghost.";"0";"MusicForFools";"Music for Fools";"1992 Ghost";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicForFools";"OCS/ECS";"";"";"";"";"music for fools ghost";"Exact";"100";"music-for-fools-ghost";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-for-fools-ghost\screen_001.png";"music-for-fools-ghost"
"NoError, EmulTrap, ClearMem";"924700";"M\Musicland\Musicland.Slave";"Musicland ? 1993 Brainstorm.";"0";"Musicland";"Musicland";"1993 Brainstorm";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musicland";"OCS/ECS";"";"";"";"";"musicland brainstorm";"Exact";"100";"musicland-brainstorm";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicland-brainstorm\screen_001.PNG";"musicland-brainstorm"
"NoError, EmulTrap, ClearMem";"925622";"M\Musicland2\Musicland2.slave";"Musicland 2 ? 1993 Brainstorm.";"0";"Musicland2";"Musicland 2";"1993 Brainstorm";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musicland2";"OCS/ECS";"";"";"";"";"musicland 2 brainstorm";"Exact";"100";"musicland-2-brainstorm";"C:\Work\First Realize\amiga-demo-database\jasdd\m\musicland-2-brainstorm\screen_001.PNG";"musicland-2-brainstorm"
"NoError, EmulTrap, ClearMem";"920925";"M\MusicMadness\MusicMadness.Slave";"Music Madness ? 1989 Ipec Elite.";"0";"MusicMadness";"Music Madness";"1989 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicMadness";"OCS/ECS";"";"";"";"";"music madness ipec elite";"Exact";"100";"music-madness-ipec-elite";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-madness-ipec-elite\screen.png";"music-madness-ipec-elite"
"NoError, EmulTrap, ClearMem";"921513";"M\MusicMadness2\MusicMadness2.Slave";"Music Madness 2 ? 1990 Ipec Elite.";"0";"MusicMadness2";"Music Madness 2";"1990 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicMadness2";"OCS/ECS";"";"";"";"";"music madness 2 ipec elite";"Exact";"100";"music-madness-2-ipec-elite";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-madness-2-ipec-elite\screen_001.png";"music-madness-2-ipec-elite"
"NoError, EmulTrap, ClearMem";"526696";"M\MusicMegaDemo2\MusicMegaDemo2.Slave";"Music Megademo 2 ? 1993 Ghostbusters.";"0";"MusicMegaDemo2";"Music Megademo 2";"1993 Ghostbusters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicMega";"OCS/ECS";"";"";"Demo2";"";"music megademo 2 ghostbusters";"Exact";"100";"music-megademo-2-ghostbusters";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-megademo-2-ghostbusters\screen_001.png";"music-megademo-2-ghostbusters"
"NoError, EmulTrap";"922737";"M\MusicParty1990\MusicParty1990.Slave";"Music Party 1990 ? 1990 Cryptoburners.";"0";"MusicParty1990";"Music Party 1990";"1990 Cryptoburners";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicParty1990";"OCS/ECS";"";"";"";"";"music party 1990 cryptoburners";"Exact";"100";"music-party-1990-cryptoburners";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\music-party-1990-cryptoburners\screen.png";"music-party-1990-cryptoburners"
"NoError, ClearMem";"917813";"M\MusicRip2\MusicRip2.Slave";"Music Rip 2 ? 1989 Silicon League";"0";"MusicRip2";"Music Rip #2";"1989 Silicon League";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicRip2";"OCS/ECS";"";"";"";"";"music rip 2 silicon league";"Exact";"100";"music-rip-2-silicon-league";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-rip-2-silicon-league\screen_001.PNG";"music-rip-2-silicon-league"
"NoError, ClearMem";"917486";"M\MusicRip3\MusicRip3.Slave";"Music Rip 3 ? 1989 Spreadpoint";"0";"MusicRip3";"Music Rip #3";"1989 Spreadpoint";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicRip3";"OCS/ECS";"";"";"";"";"music rip 3 spreadpoint";"Exact";"100";"music-rip-3-spreadpoint";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-rip-3-spreadpoint\screen_001.PNG";"music-rip-3-spreadpoint"
"NoError, EmulTrap, ClearMem";"920335";"M\Musics3\Musics3.Slave";"Musics 3 ? 1990 Enemies.";"0";"Musics3";"Musics 3";"1990 Enemies";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Musics3";"OCS/ECS";"";"";"";"";"musics 3 enemies";"Best";"4,717823";"the-enemies-musics-iii-the-enemies";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-enemies-musics-iii-the-enemies\screen.png";"the-enemies-musics-iii-the-enemies"
"NoError, EmulTrap, ClearMem";"211678";"M\MusicWithAMessage\MusicWithAMessage.Slave";"Music With A Message ? 1990 Magnetic Fields.";"0";"MusicWithAMessage";"Music With A Message";"1990 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MusicWithAMessage";"OCS/ECS";"";"";"";"";"music with a message magnetic fields";"Exact";"100";"music-with-a-message-magnetic-fields";"C:\Work\First Realize\amiga-demo-database\jasdd\m\music-with-a-message-magnetic-fields\screen_001.png";"music-with-a-message-magnetic-fields"
"NoError, EmulTrap, ClearMem";"836567";"M\MuzakCompacting1\MuzakCompacting1.Slave";"Muzak Compacting 1 ? 1989 Mindwarp.";"0";"MuzakCompacting1";"Muzak Compacting 1";"1989 Mindwarp";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MuzakCompacting1";"OCS/ECS";"";"";"";"";"muzak compacting 1 mindwarp";"Best";"5,967023";"muzak-compacting-1-alpha-flight-1970-mindwarp";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\m\muzak-compacting-1-alpha-flight-1970-mindwarp\screen.jpg";"muzak-compacting-1-alpha-flight-1970-mindwarp"
"NoError, EmulTrap, ClearMem";"920715";"M\MuzaksDisk1\MuzaksDisk1.Slave";"Muzaks Disk 1 1990 Securitate.";"0";"MuzaksDisk1";"Muzaks Disk 1";"1990 Securitate";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"MuzaksDisk1";"OCS/ECS";"";"";"";"";"muzaks disk 1 securitate";"Exact";"100";"muzaks-disk-1-securitate";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzaks-disk-1-securitate\screen_001.PNG";"muzaks-disk-1-securitate"
"NoError, EmulTrap, ClearMem";"921374";"M\Muzzax1\Muzzax1.slave";"Muzzax 1 ? 1989 Byterapers.";"0";"Muzzax1";"Muzzax 1";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax1";"OCS/ECS";"";"";"";"";"muzzax 1 byterapers";"Exact";"100";"muzzax-1-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzzax-1-byterapers\screen_001.png";"muzzax-1-byterapers"
"NoError, EmulTrap, ClearMem";"921442";"M\Muzzax2\Muzzax2.slave";"Muzzax 2 ? 1989 Byterapers.";"0";"Muzzax2";"Muzzax 2";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax2";"OCS/ECS";"";"";"";"";"muzzax 2 byterapers";"Exact";"100";"muzzax-2-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzzax-2-byterapers\screen_001.png";"muzzax-2-byterapers"
"NoError, EmulTrap, ClearMem";"921743";"M\Muzzax3\Muzzax3.Slave";"Muzzax 3 ? 1989 Byterapers.";"0";"Muzzax3";"Muzzax 3";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax3";"OCS/ECS";"";"";"";"";"muzzax 3 byterapers";"Exact";"100";"muzzax-3-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzzax-3-byterapers\screen_001.PNG";"muzzax-3-byterapers"
"NoError, EmulTrap, ClearMem";"922450";"M\Muzzax4\Muzzax4.Slave";"Muzzax 4 ? 1989 Byterapers.";"0";"Muzzax4";"Muzzax 4";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax4";"OCS/ECS";"";"";"";"";"muzzax 4 byterapers";"Exact";"100";"muzzax-4-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzzax-4-byterapers\screen_001.PNG";"muzzax-4-byterapers"
"NoError, EmulTrap, ClearMem";"922505";"M\Muzzax5\Muzzax5.Slave";"Muzzax 5 ? 1989 Byterapers.";"0";"Muzzax5";"Muzzax 5";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax5";"OCS/ECS";"";"";"";"";"muzzax 5 byterapers";"Exact";"100";"muzzax-5-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzzax-5-byterapers\screen_001.PNG";"muzzax-5-byterapers"
"NoError, EmulTrap, ClearMem";"921017";"M\Muzzax6\Muzzax6.Slave";"Muzzax 6 ? 1989 Byterapers.";"0";"Muzzax6";"Muzzax 6";"1989 Byterapers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Muzzax6";"OCS/ECS";"";"";"";"";"muzzax 6 byterapers";"Exact";"100";"muzzax-6-byterapers";"C:\Work\First Realize\amiga-demo-database\jasdd\m\muzzax-6-byterapers\screen_001.PNG";"muzzax-6-byterapers"
